Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time
GL 22  007	16/11/2021 8:58:25	0:00:01	0	27,84	22	8000	26	8000	20	(H)		(HF) Marginal	0,87	38,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:26	0:00:01	0	28,03	26	8000	30	8000	19	(H)		(HF) Marginal	0,89	38,33	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:27	0:00:01	0	29,17	28	8000	32	8000	20	(H)		(HF) Marginal	1,01	40,11	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:28	0:00:01	0	32,6	35	8000	39	8000	19	(H)		(HF) Marginal	1,23	42,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:29	0:00:01	0	29,09	27	8000	31	8000	20	(H)		(HF) Marginal	1,04	40,58	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:30	0:00:01	0	28,34	26	8000	30	8000	19	(H)		(HF) Marginal	0,93	39,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:31	0:00:01	0	31,39	33	8000	37	8000	20	(H)		(HF) Marginal	1,27	43,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:32	0:00:01	0	28,4	24	8000	28	8000	21	(H)		(HF) Marginal	0,95	39,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:33	0:00:01	0	27,56	22	1000	24	1000	20	(H)		(HF) Marginal	0,82	37,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:34	0:00:01	0	32,12	34	8000	38	8000	21	(H)		(HF) Marginal	1,37	44,53	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:35	0:00:01	0	28,04	23	1000	24	1000	20	(H)		(HF) Marginal	0,86	37,9	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:36	0:00:01	0	29,18	24	8000	28	8000	21	(H)		(HF) Marginal	1,09	41,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:37	0:00:01	0	28,87	24	1000	26	1000	21	(H)		(HF) Marginal	0,91	38,72	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:38	0:00:01	0	35,57	38	8000	42	8000	24	(H)	25	(HF) Objectionable	1,88	49,1	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:39	0:00:01	0	33,36	34	8000	38	8000	24	(H)	25	(HF) Objectionable	1,68	47,48	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:40	0:00:01	0	34,63	36	8000	39	8000	24	(H)	26	(HF) Objectionable	1,85	48,9	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:41	0:00:01	0	33,26	33	8000	37	8000	23	(H)	25	(HF) Objectionable	1,64	47,14	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:42	0:00:01	0	33,45	33	8000	37	8000	24	(H)	25	(HF) Objectionable	1,72	47,86	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:43	0:00:01	0	32,2	27	1000	29	1000	24	(H)	26	(HF) Objectionable	1,55	46,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:44	0:00:01	0	32,29	27	1000	29	1000	24	(H)	26	(HF) Objectionable	1,54	46,23	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:45	0:00:01	0	35,67	37	8000	41	8000	24	(H)	26	(HF) Objectionable	1,98	49,86	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:46	0:00:01	0	32,46	27	1000	29	1000	24	(H)	26	(HF) Objectionable	1,47	45,51	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:47	0:00:01	0	33,16	28	1000	30	1000	26	(H)	26	(HF) Objectionable	1,64	47,16	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:48	0:00:01	0	35,02	30	2000	32	2000	27	(H)	28	(HF) Objectionable	2,07	50,5	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:49	0:00:01	0	33,49	29	8000	33	8000	25	(H)	26	(HF) Objectionable	1,79	48,39	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:50	0:00:01	0	32,92	28	1000	30	1000	25	(H)	26	(HF) Objectionable	1,6	46,79	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:51	0:00:01	0	34,95	35	8000	39	8000	24	(H)	26	(HF) Marginal	1,95	49,61	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:52	0:00:01	0	33,94	30	4000	33	4000	26	(H)	26	(HF) Objectionable	1,94	49,58	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:53	0:00:01	0	34,34	33	8000	37	8000	26	(H)	25	(HF) Objectionable	1,96	49,67	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:54	0:00:01	0	31,87	27	2000	29	2000	24	(H)	25	(HF) Objectionable	1,44	45,27	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:55	0:00:01	0	32,69	31	8000	35	8000	24	(H)	25	(HF) Objectionable	1,6	46,79	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:56	0:00:01	0	33,01	30	4000	33	4000	26	(H)	25	(HF) Objectionable	1,67	47,36	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:57	0:00:01	0	33,02	33	8000	37	8000	23	(H)	25	(HF) Objectionable	1,58	46,61	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:58	0:00:01	0	31,31	26	1000	28	1000	23	(H)	25	(HF) Objectionable	1,33	44,1	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:59	0:00:01	0	33,97	34	8000	38	8000	24	(H)	25	(HF) Objectionable	1,74	47,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:00	0:00:01	0	35,6	34	4000	37	4000	27	(H)	26	(HF) Objectionable	2,23	51,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:01	0:00:01	0	32,81	28	1000	30	1000	24	(H)	26	(HF) Objectionable	1,45	45,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:02	0:00:01	0	35,02	33	8000	37	8000	26	(H)	27	(HF) Objectionable	2,03	50,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:03	0:00:01	0	34,78	31	1000	33	1000	26	(H)	28	(HF) Objectionable	1,7	47,65	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:04	0:00:01	0	36,61	36	8000	40	8000	26	(H)	28	(HF) Marginal	2,3	52	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:05	0:00:01	0	36,25	32	2000	34	2000	29	(H)	29	(HF) Objectionable	2,32	52,15	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:06	0:00:01	0	38,66	39	8000	43	8000	29	(H)	29	(HF) Objectionable	2,86	55,18	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:07	0:00:01	0	35,04	31	2000	33	2000	26	(H)	28	(HF) Objectionable	1,84	48,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:08	0:00:01	0	35,77	31	2000	35	8000	27	(H)	29	(HF) Objectionable	2,18	51,22	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:09	0:00:01	0	35,89	31	2000	35	8000	27	(H)	29	(HF) Objectionable	2,19	51,3	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:10	0:00:01	0	34,37	30	2000	32	2000	26	(H)	28	(HF) Objectionable	1,76	48,14	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:11	0:00:01	0	34,31	30	1000	32	2000	25	(H)	28	(HF) Objectionable	1,7	47,67	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:12	0:00:01	0	33,45	29	1000	31	1000	25	(H)	27	(HF) Objectionable	1,52	46,07	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:13	0:00:01	0	36	37	8000	41	8000	25	(H)	26	(HF) Objectionable	2,07	50,5	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:14	0:00:01	0	33,45	28	1000	30	1000	25	(H)	27	(HF) Objectionable	1,75	48,09	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:15	0:00:01	0	35,82	31	2000	35	8000	28	(H)	29	(HF) Objectionable	2,28	51,9	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:16	0:00:01	0	34,06	29	1000	31	1000	26	(H)	28	(HF) Objectionable	1,79	48,36	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:17	0:00:01	0	33,83	29	1000	31	1000	25	(H)	27	(HF) Marginal	1,67	47,4	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:18	0:00:01	0	34,63	30	1000	33	8000	25	(H)	28	(HF) Objectionable	1,89	49,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:19	0:00:01	0	39,3	41	8000	45	8000	28	(H)	29	(HF) Objectionable	2,82	54,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:20	0:00:01	0	37	32	1000	36	8000	29	(H)	30	(HF) Objectionable	2,53	53,4	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:21	0:00:01	0	35,76	31	1000	33	1000	27	(H)	29	(HF) Objectionable	2,1	50,68	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:22	0:00:01	0	38,81	40	8000	44	8000	26	(H)	28	(HF) Marginal	2,65	54,06	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:23	0:00:01	0	37,76	38	8000	42	8000	28	(H)	28	(HF) Objectionable	2,58	53,66	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:24	0:00:01	0	38,42	39	8000	43	8000	28	(H)	28	(HF) Objectionable	2,69	54,28	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:25	0:00:01	0	38,01	38	8000	42	8000	27	(H)	29	(HF) Objectionable	2,52	53,33	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:26	0:00:01	0	36,21	32	2000	34	2000	27	(H)	29	(HF) Objectionable	2,32	52,13	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:27	0:00:01	0	42	44	8000	48	8000	30	(H)	30	(HF) Objectionable	3,38	57,56	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:28	0:00:01	0	37,08	33	1000	35	2000	29	(H)	30	(HF) Objectionable	2,35	52,33	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:29	0:00:01	0	44,78	47	8000	51	8000	31	(H)	31	(HF) Objectionable	4,17	60,61	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:30	0:00:01	0	38,98	35	1000	37	2000	30	(H)	32	(HF) Objectionable	2,68	54,22	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:31	0:00:01	0	39,87	36	1000	38	2000	31	(H)	32	(HF) Objectionable	2,88	55,24	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:32	0:00:01	0	41,21	42	8000	46	8000	30	(H)	31	(HF) Objectionable	3,38	57,56	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:33	0:00:01	0	38,48	35	1000	36	1000	29	(H)	32	(HF) Objectionable	2,52	53,36	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:34	0:00:01	0	41,31	42	8000	46	8000	30	(H)	31	(HF) Objectionable	3,41	57,71	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:35	0:00:01	0	41,28	42	8000	46	8000	31	(H)	32	(HF) Objectionable	3,57	58,34	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:36	0:00:01	0	41,76	43	8000	47	8000	30	(H)	31	(HF) Objectionable	3,4	57,64	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:37	0:00:01	0	40,51	41	8000	45	8000	30	(H)	30	(HF) Objectionable	3,3	57,21	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:38	0:00:01	0	37,66	33	1000	35	1000	29	(H)	31	(HF) Objectionable	2,57	53,6	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:39	0:00:01	0	39,88	40	8000	44	8000	29	(H)	30	(HF) Objectionable	3,11	56,36	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:40	0:00:01	0	37,31	33	2000	36	8000	28	(H)	30	(HF) Objectionable	2,54	53,47	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:41	0:00:01	0	37,43	33	1000	35	1000	29	(H)	31	(HF) Objectionable	2,43	52,83	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:42	0:00:01	0	40,89	43	8000	46	8000	29	(H)	30	(HF) Objectionable	3,2	56,79	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:43	0:00:01	0	36,39	32	1000	34	2000	27	(H)	30	(HF) Objectionable	2,25	51,7	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:44	0:00:01	0	37,88	38	8000	42	8000	28	(H)	30	(HF) Objectionable	2,63	53,96	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:45	0:00:01	0	39,25	41	8000	45	8000	27	(H)	28	(HF) Objectionable	2,51	53,29	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:46	0:00:01	0	40,17	42	8000	46	8000	28	(H)	29	(HF) Objectionable	2,9	55,37	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:47	0:00:01	0	35,57	36	8000	40	8000	25	(H)	27	(HF) Objectionable	2,01	50,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:48	0:00:01	0	36,4	39	8000	42	8000	24	(H)	26	(HF) Marginal	2,02	50,17	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:49	0:00:01	0	36,86	33	2000	35	2000	29	(H)	30	(HF) Objectionable	2,54	53,47	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:50	0:00:01	0	36,06	34	2000	36	2000	28	(H)	28	(HF) Objectionable	2,13	50,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:51	0:00:01	0	36,67	35	2000	37	2000	28	(H)	29	(HF) Objectionable	2,22	51,48	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:52	0:00:01	0	36,41	33	2000	35	2000	28	(H)	29	(HF) Objectionable	2,3	52,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:53	0:00:01	0	36,37	33	2000	35	2000	29	(H)	29	(HF) Objectionable	2,39	52,55	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:54	0:00:01	0	36,06	31	2000	35	4000	29	(H)	29	(HF) Objectionable	2,44	52,87	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:55	0:00:01	0	32,97	28	4000	31	4000	26	(H)	26	(HF) Objectionable	1,75	48,1	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:56	0:00:01	0	32,39	29	4000	33	8000	25	(H)		(HF) Objectionable	1,65	47,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:57	0:00:01	0	30,01	25	8000	29	8000	22	(H)		(HF) Marginal	1,17	42,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:58	0:00:01	0	31,7	31	8000	35	8000	23	(H)		(HF) Objectionable	1,45	45,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:59:59	0:00:01	0	32,45	29	4000	32	4000	25	(H)	25	(HF) Objectionable	1,66	47,32	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:00	0:00:01	0	32,08	32	8000	36	8000	23	(H)		(HF) Objectionable	1,51	45,97	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:01	0:00:01	0	30,66	30	8000	34	8000	22	(H)		(HF) Objectionable	1,3	43,83	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:02	0:00:01	0	30,92	29	4000	32	4000	23	(H)		(HF) Objectionable	1,34	44,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:03	0:00:01	0	30,19	30	8000	34	8000	21	(H)		(HF) Marginal	1,19	42,46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:04	0:00:01	0	29,56	25	4000	29	8000	22	(H)		(HF) Objectionable	1,17	42,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:05	0:00:01	0	32,87	34	8000	38	8000	22	(H)		(HF) Objectionable	1,57	46,53	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:06	0:00:01	0	30,72	25	8000	29	8000	23	(H)		(HF) Objectionable	1,38	44,68	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:07	0:00:01	0	31,27	27	4000	30	4000	24	(H)	25	(HF) Objectionable	1,45	45,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:08	0:00:01	0	32,59	34	8000	38	8000	21	(H)		(HF) Objectionable	1,4	44,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:09	0:00:01	0	31,55	28	4000	31	4000	24	(H)		(HF) Objectionable	1,55	46,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:10	0:00:01	0	32,53	30	8000	34	8000	25	(H)	25	(HF) Objectionable	1,76	48,16	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:11	0:00:01	0	31,7	32	8000	36	8000	21	(H)		(HF) Objectionable	1,48	45,61	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:12	0:00:01	0	28,16	22	4000	25	4000	20	(H)		(HF) Marginal	0,94	39,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:13	0:00:01	0	29,18	26	4000	28	4000	21	(H)		(HF) Objectionable	1,11	41,49	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:14	0:00:01	0	31,14	30	8000	34	8000	21	(H)		(HF) Objectionable	1,41	44,94	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:15	0:00:01	0	30	28	8000	32	8000	20	(H)		(LF) Marginal	1,19	42,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:16	0:00:01	0	31,16	28	4000	31	8000	22	(H)		(HF) Objectionable	1,46	45,46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:17	0:00:01	0	31,05	31	8000	35	8000	20	(H)		(HF) Marginal	1,34	44,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:18	0:00:01	0	30,01	27	8000	31	8000	20	(H)		(HF) Marginal	1,24	43,08	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:19	0:00:01	0	28,22	24	8000	27	8000	19	(H)		(LF) Marginal	0,93	38,99	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:20	0:00:01	0	33,03	35	8000	39	8000	21	(H)		(HF) Marginal	1,48	45,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:21	0:00:01	0	31,39	29	8000	33	8000	22	(H)		(HF) Objectionable	1,42	45,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:22	0:00:01	0	30,52	27	8000	31	8000	21	(H)		(HF) Marginal	1,4	44,85	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:23	0:00:01	0	33,11	34	8000	38	8000	21	(H)		(HF) Marginal	1,7	47,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:24	0:00:01	0	29,82	25	4000	27	4000	21	(H)		(HF) Marginal	1,26	43,38	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:25	0:00:01	0	29,63	26	4000	28	4000	22	(H)		(HF) Marginal	1,22	42,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:26	0:00:01	0	31,21	27	4000	30	4000	23	(H)		(HF) Objectionable	1,49	45,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:27	0:00:01	0	33,06	30	4000	34	8000	24	(H)		(HF) Objectionable	1,91	49,35	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:28	0:00:01	0	34,94	32	250	33	250	23	(R) (H)		(N) Acceptable	2,28	51,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:29	0:00:01	0	35,32	33	250	34	250	24	(R) (H)		(HF) Marginal	2,27	51,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:30	0:00:01	0	36,52	33	250	35	8000	25	(R) (H)	25	(HF) Marginal	2,6	53,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:31	0:00:01	0	38,33	38	250	38	250	23	(R) (H)		(MF) Marginal	2,61	53,84	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:32	0:00:01	0	38,2	37	250	38	250	24	(R) (H)		(HF) Marginal	2,56	53,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:33	0:00:01	0	38,3	37	250	37	250	27	(R) (H)	27	(HF) Marginal	2,95	55,6	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:34	0:00:01	0	37	34	250	35	250	25	(R) (H)		(HF) Marginal	2,65	54,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:35	0:00:01	0	41,53	42	250	43	250	24	(R)		(MF) Objectionable	2,9	55,37	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:36	0:00:01	0	43,61	44	250	45	250	24	(R)		(MF) Objectionable	3,46	57,89	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:37	0:00:01	0	38,69	38	250	39	250	22	(R) (H)		(MF) Marginal	2,5	53,2	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:38	0:00:01	0	39,16	39	250	40	250	23	(R) (H)		(MF) Marginal	2,69	54,3	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:39	0:00:01	0	42,96	44	250	44	250	22	(R)		(MF) Objectionable	3	55,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:40	0:00:01	0	39,25	39	250	39	250	22	(R) (H)		(MF) Marginal	2,72	54,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:41	0:00:01	0	43,17	44	250	45	250	23	(R)		(MF) Objectionable	3,02	55,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:42	0:00:01	0	45,45	47	250	47	250	23	(R)		(MF) Objectionable	3,44	57,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:00:43	0:00:01	0	46,32	48	250	48	250	23	(R)		(MF) Objectionable	3,71	58,89	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
